Universal video ID,Page ID,Page name,Title,Duration (sec),Publish time,Custom labels,Comment,Date,Impressions,Reach,Comments,Shares,Likes,3-Second Video Views,60-Second Video Views,Seconds Viewed,Averaged Seconds Viewed,Unique Video 60-Second Views,60-Second Views From Recommendations,60-Second Views From Shares,60-Second Views From Followers,60-Second Views From Boosted posts,Seconds Viewed From Recommendations,Seconds Viewed From Shares,Seconds Viewed From Followers,Seconds Viewed From Boosted posts,Average Seconds Viewed From Recommendations,Average Seconds Viewed From Shares,Average Seconds Viewed From Followers,Average Seconds Viewed From Boosted posts,Percentage of Total Views at Interval 0,Percentage of Total Views at Interval 1,Percentage of Total Views at Interval 2,Percentage of Total Views at Interval 3,Percentage of Total Views at Interval 4,Percentage of Total Views at Interval 5,Percentage of Total Views at Interval 6,Percentage of Total Views at Interval 7,Percentage of Total Views at Interval 8,Percentage of Total Views at Interval 9,Percentage of Total Views at Interval 10,Percentage of Total Views at Interval 11,Percentage of Total Views at Interval 12,Percentage of Total Views at Interval 13,Percentage of Total Views at Interval 14,Percentage of Total Views at Interval 15,Percentage of Total Views at Interval 16,Percentage of Total Views at Interval 17,Percentage of Total Views at Interval 18,Percentage of Total Views at Interval 19,Percentage of Total Views at Interval 20,Percentage of Total Views at Interval 21,Percentage of Total Views at Interval 22,Percentage of Total Views at Interval 23,Percentage of Total Views at Interval 24,Percentage of Total Views at Interval 25,Percentage of Total Views at Interval 26,Percentage of Total Views at Interval 27,Percentage of Total Views at Interval 28,Percentage of Total Views at Interval 29,Percentage of Total Views at Interval 30,Percentage of Total Views at Interval 31,Percentage of Total Views at Interval 32,Percentage of Total Views at Interval 33,Percentage of Total Views at Interval 34,Percentage of Total Views at Interval 35,Percentage of Total Views at Interval 36,Percentage of Total Views at Interval 37,Percentage of Total Views at Interval 38,Percentage of Total Views at Interval 39,Percentage of Total Views at Interval 40,Percentage of 15-Second Views at Interval 0,Percentage of 15-Second Views at Interval 1,Percentage of 15-Second Views at Interval 2,Percentage of 15-Second Views at Interval 3,Percentage of 15-Second Views at Interval 4,Percentage of 15-Second Views at Interval 5,Percentage of 15-Second Views at Interval 6,Percentage of 15-Second Views at Interval 7,Percentage of 15-Second Views at Interval 8,Percentage of 15-Second Views at Interval 9,Percentage of 15-Second Views at Interval 10,Percentage of 15-Second Views at Interval 11,Percentage of 15-Second Views at Interval 12,Percentage of 15-Second Views at Interval 13,Percentage of 15-Second Views at Interval 14,Percentage of 15-Second Views at Interval 15,Percentage of 15-Second Views at Interval 16,Percentage of 15-Second Views at Interval 17,Percentage of 15-Second Views at Interval 18,Percentage of 15-Second Views at Interval 19,Percentage of 15-Second Views at Interval 20,Percentage of 15-Second Views at Interval 21,Percentage of 15-Second Views at Interval 22,Percentage of 15-Second Views at Interval 23,Percentage of 15-Second Views at Interval 24,Percentage of 15-Second Views at Interval 25,Percentage of 15-Second Views at Interval 26,Percentage of 15-Second Views at Interval 27,Percentage of 15-Second Views at Interval 28,Percentage of 15-Second Views at Interval 29,Percentage of 15-Second Views at Interval 30,Percentage of 15-Second Views at Interval 31,Percentage of 15-Second Views at Interval 32,Percentage of 15-Second Views at Interval 33,Percentage of 15-Second Views at Interval 34,Percentage of 15-Second Views at Interval 35,Percentage of 15-Second Views at Interval 36,Percentage of 15-Second Views at Interval 37,Percentage of 15-Second Views at Interval 38,Percentage of 15-Second Views at Interval 39,Percentage of 15-Second Views at Interval 40,Ad Impressions,Estimated Earnings (USD),Ad CPM (USD),"Views by top audience (13-17, F)","Views by top audience (13-17, M)","Views by top audience (18-24, F)","Views by top audience (18-24, M)","Views by top audience (25-34, F)","Views by top audience (25-34, M)","Views by top audience (35-44, F)","Views by top audience (35-44, M)","Views by top audience (45-54, F)","Views by top audience (45-54, M)","Views by top audience (55-64, F)","Views by top audience (55-64, M)","Views by top audience (65+, F)","Views by top audience (65+, M)",Views by top audience (13-17),Views by top audience (18-24),Views by top audience (25-34),Views by top audience (35-44),Views by top audience (45-54),Views by top audience (55-64),Views by top audience (65+),Views by top audience (F),Views by top audience (M),Views by country (Egypt (EG)),Views by country (Saudi Arabia (SA)),Views by country (Jordan (JO)),Views by country (Algeria (DZ)),Views by country (Morocco (MA)),Views by country (Tunisia (TN)),Views by country (Palestine (PS)),Views by country (United Arab Emirates (AE)),Views by country (Syria (SY)),Views by country (Israel (IL)),Views by country (Iraq (IQ)),Views by country (Lebanon (LB)),Views by country (Germany (DE)),Views by country (United States (US)),Views by country (France (FR)),Views by country (Turkey (TR)),Views by country (Kuwait (KW)),Views by country (Qatar (QA)),Views by country (Libya (LY)),Views by country (Canada (CA)),Views by country (Sudan (SD)),Views by country (Italy (IT)),Views by country (Sweden (SE)),Views by country (Yemen (YE)),Views by country (United Kingdom (GB)),Views by country (Netherlands (NL)),Views by country (Oman (OM)),Views by country (Spain (ES)),Views by country (Belgium (BE)),Views by country (Australia (AU)),Views by country (Austria (AT)),Views by country (Malaysia (MY)),Views by country (Norway (NO)),Views by country (Russia (RU)),Views by country (Denmark (DK)),Views by country (Bahrain (BH)),Views by country (Switzerland (CH)),Views by country (Mauritania (MR)),Views by country (Ukraine (UA)),Views by country (India (IN)),Views by country (Western Sahara (EH)),Views by country (Greece (GR)),Views by country (Cyprus (CY)),Views by country (Finland (FI)),Views by country (Romania (RO)),Views by country (Brazil (BR)),Returning Viewers,60-Second Video Views by Returning Viewers,Seconds Viewed by Returning Viewers,Average Seconds Viewed by Returning Viewers,Views by country (South Korea (KR)),Views by country (China (CN)),Views by country (Ireland (IE)),Views by country (South Africa (ZA)),Views by country (Somalia (SO)),Estimated earnings by Video (USD),Views by country (Côte d'Ivoire (CI)),Views by country (Poland (PL)),Views by country (South Sudan (SS)),Views by country (Indonesia (ID)),Views by country (Venezuela (VE)),Views by country (Nigeria (NG)),Views by country (Chad (TD)),Views by country (Malta (MT)),Views by country (Ghana (GH)),Views by country (Iran (IR)),Views by country (Belarus (BY)),Views by country (Georgia (GE)),Views by country (Japan (JP)),Views by country (Pakistan (PK)),Views by country (Philippines (PH)),Views by country (Hungary (HU)),Views by country (Ethiopia (ET)),Views by country (Czech Republic (CZ)),Estimated earnings by Live (USD),Views by country (Vietnam (VN)),Views by country (Colombia (CO)),Views by country (Serbia (RS)),Views by country (Croatia (HR)),Views by country (New Zealand (NZ)),Views by country (Bulgaria (BG)),Views by country (Thailand (TH)),Views by country (Portugal (PT))
,,,,586,10/21/2021 11:10,,,Lifetime,2036040,1958255,2021,3272,36031,849318,302085,108585347.6,70.64,294898,121112,23975,156998,0,41439066.49,8059696.71,59086587.83,0,71.56,54.67,72.89,0,0.98,0.41,0.32,0.28,0.26,0.24,0.22,0.15,0.13,0.12,0.11,0.1,0.09,0.08,0.08,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,1,1,0.84,0.78,0.73,0.7,0.66,0.58,0.55,0.52,0.49,0.47,0.45,0.44,0.42,0.42,0.41,0.4,0.39,0.38,0.37,0.36,0.35,0.34,0.33,0.33,0.32,0.32,0.31,0.31,0.3,0.3,0.29,0.29,0.29,0.28,0.27,0.26,0.25,0.24,0.22,239312,612.48,4.65,1738,7092,23235,88974,53189,271952,31277,192732,14859,93801,6838,38879,4700,17435,8838,112320,325469,224925,109371,45976,22264,135836,710865,173672,112460,22656,22747,22429,12555,9813,22333,7217,5788,9220,6337,6404,12289,9695,5721,7631,9630,20586,3626,303273,3447,2141,5040,7682,1514,2853,1484,1208,1837,642,412,858,575,369,1107,642,1465,309,680,,420,,,,,26019,26119,5067708.43,280.81,,,504,,358,612.48,,,1755,,,,728,,,,,,,,,,,,,,,,,,,,
